country,year,women_murdered
Estonia,1959,NA
Estonia,1960,NA
Estonia,1961,NA
Estonia,1962,NA
Estonia,1963,NA
Estonia,1964,NA
Estonia,1965,NA
Estonia,1966,NA
Estonia,1967,NA
Estonia,1968,NA
Estonia,1969,NA
Estonia,1970,NA
Estonia,1971,NA
Estonia,1972,NA
Estonia,1973,NA
Estonia,1974,NA
Estonia,1975,NA
Estonia,1976,NA
Estonia,1977,NA
Estonia,1978,NA
Estonia,1979,NA
Estonia,1980,4.2
Estonia,1981,5.14
Estonia,1982,NA
Estonia,1983,NA
Estonia,1984,3.7
Estonia,1985,4.1
Estonia,1986,3.09
Estonia,1987,3
Estonia,1988,3.29
Estonia,1989,3.7
Estonia,1990,4.39
Estonia,1991,6.45
Estonia,1992,8.54
Estonia,1993,9.82
Estonia,1994,5.42
Estonia,1995,7.93
Estonia,1996,5.43
Estonia,1997,6.56
Estonia,1998,7.49
Estonia,1999,3.65
Estonia,2000,4.92
Estonia,2001,3.98
Estonia,2002,4.68
Estonia,2003,1.95
Estonia,2004,3.22
Estonia,2005,3.16
Estonia,2006,2.68
Estonia,2007,2.32
Estonia,2008,2.86
Estonia,2009,1.44
Estonia,2010,1.6
Estonia,2011,2.49
Estonia,2012,2.59
Estonia,2013,0.79
Estonia,2014,1.46
Estonia,2015,NA
Finland,1949,NA
Finland,1950,NA
Finland,1951,2.25
Finland,1952,1.61
Finland,1953,1.92
Finland,1954,1.51
Finland,1955,1.33
Finland,1956,1.85
Finland,1957,1.57
Finland,1958,1.27
Finland,1959,1.87
Finland,1960,1.34
Finland,1961,1.77
Finland,1962,1.57
Finland,1963,1.31
Finland,1964,1.1
Finland,1965,1.57
Finland,1966,1.54
Finland,1967,1.04
Finland,1968,1.51
Finland,1969,0.969
Finland,1970,1.76
Finland,1971,1.85
Finland,1972,1.49
Finland,1973,1.08
Finland,1974,1.62
Finland,1975,1.99
Finland,1976,1.45
Finland,1977,1.09
Finland,1978,1.22
Finland,1979,1.74
Finland,1980,1.58
Finland,1981,1.62
Finland,1982,2.05
Finland,1983,1.62
Finland,1984,1.31
Finland,1985,1.82
Finland,1986,1.87
Finland,1987,1.56
Finland,1988,1.52
Finland,1989,1.57
Finland,1990,1.4
Finland,1991,2.29
Finland,1992,2.04
Finland,1993,2.07
Finland,1994,1.96
Finland,1995,1.93
Finland,1996,1.3
Finland,1997,1.17
Finland,1998,1.17
Finland,1999,1.68
Finland,2000,1.59
Finland,2001,1.73
Finland,2002,0.996
Finland,2003,1.09
Finland,2004,1.13
Finland,2005,1.02
Finland,2006,1.53
Finland,2007,1.54
Finland,2008,0.872
Finland,2009,0.818
Finland,2010,1.34
Finland,2011,1.42
Finland,2012,0.711
Finland,2013,0.991
Finland,2014,NA
Finland,2015,NA
France,1949,0.48
France,1950,NA
France,1951,0.445
France,1952,0.476
France,1953,0.501
France,1954,0.484
France,1955,0.491
France,1956,0.497
France,1957,0.498
France,1958,0.738
France,1959,0.586
France,1960,0.675
France,1961,0.565
France,1962,0.507
France,1963,0.594
France,1964,0.692
France,1965,0.593
France,1966,0.697
France,1967,0.595
France,1968,0.613
France,1969,0.498
France,1970,0.596
France,1971,0.636
France,1972,0.522
France,1973,0.676
France,1974,0.662
France,1975,0.609
France,1976,0.708
France,1977,0.737
France,1978,0.8
France,1979,0.735
France,1980,0.681
France,1981,0.914
France,1982,0.911
France,1983,0.957
France,1984,0.819
France,1985,0.902
France,1986,0.809
France,1987,0.749
France,1988,0.85
France,1989,0.744
France,1990,0.67
France,1991,0.712
France,1992,0.77
France,1993,0.771
France,1994,0.733
France,1995,0.751
France,1996,0.672
France,1997,0.523
France,1998,0.505
France,1999,0.609
France,2000,0.614
France,2001,0.61
France,2002,0.563
France,2003,0.542
France,2004,0.454
France,2005,0.426
France,2006,0.415
France,2007,0.404
France,2008,0.501
France,2009,0.419
France,2010,0.418
France,2011,0.426
France,2012,0.407
France,2013,0.271
France,2014,NA
France,2015,NA
United Kingdom,1949,0.474
United Kingdom,1950,0.366
United Kingdom,1951,0.424
United Kingdom,1952,0.47
United Kingdom,1953,0.45
United Kingdom,1954,0.386
United Kingdom,1955,0.417
United Kingdom,1956,0.547
United Kingdom,1957,0.48
United Kingdom,1958,0.62
United Kingdom,1959,0.489
United Kingdom,1960,0.452
United Kingdom,1961,0.597
United Kingdom,1962,0.538
United Kingdom,1963,0.608
United Kingdom,1964,0.547
United Kingdom,1965,0.637
United Kingdom,1966,0.679
United Kingdom,1967,0.735
United Kingdom,1968,0.71
United Kingdom,1969,0.614
United Kingdom,1970,0.842
United Kingdom,1971,0.806
United Kingdom,1972,0.882
United Kingdom,1973,0.913
United Kingdom,1974,0.947
United Kingdom,1975,1.13
United Kingdom,1976,0.964
United Kingdom,1977,1.1
United Kingdom,1978,1
United Kingdom,1979,0.754
United Kingdom,1980,0.455
United Kingdom,1981,0.731
United Kingdom,1982,0.692
United Kingdom,1983,0.687
United Kingdom,1984,0.636
United Kingdom,1985,0.592
United Kingdom,1986,0.634
United Kingdom,1987,0.62
United Kingdom,1988,0.839
United Kingdom,1989,0.402
United Kingdom,1990,0.545
United Kingdom,1991,0.562
United Kingdom,1992,0.786
United Kingdom,1993,0.655
United Kingdom,1994,0.56
United Kingdom,1995,0.576
United Kingdom,1996,0.376
United Kingdom,1997,0.434
United Kingdom,1998,0.362
United Kingdom,1999,NA
United Kingdom,2000,0.243
United Kingdom,2001,0.22
United Kingdom,2002,0.238
United Kingdom,2003,0.201
United Kingdom,2004,0.206
United Kingdom,2005,0.193
United Kingdom,2006,0.263
United Kingdom,2007,0.188
United Kingdom,2008,0.183
United Kingdom,2009,0.152
United Kingdom,2010,0.159
United Kingdom,2011,0.145
United Kingdom,2012,0.0877
United Kingdom,2013,0.118
United Kingdom,2014,0.153
United Kingdom,2015,NA
Georgia,1949,NA
Georgia,1950,NA
Georgia,1951,NA
Georgia,1952,NA
Georgia,1953,NA
Georgia,1954,NA
Georgia,1955,NA
Georgia,1956,NA
Georgia,1957,NA
Georgia,1958,NA
Georgia,1959,NA
Georgia,1960,NA
Georgia,1961,NA
Georgia,1962,NA
Georgia,1963,NA
Georgia,1964,NA
Georgia,1965,NA
Georgia,1966,NA
Georgia,1967,NA
Georgia,1968,NA
Georgia,1969,NA
Georgia,1970,NA
Georgia,1971,NA
Georgia,1972,NA
Georgia,1973,NA
Georgia,1974,NA
Georgia,1975,NA
Georgia,1976,NA
Georgia,1977,NA
Georgia,1978,NA
Georgia,1979,NA
Georgia,1980,1.13
Georgia,1981,0.763
Georgia,1982,NA
Georgia,1983,NA
Georgia,1984,0.745
Georgia,1985,0.762
Georgia,1986,1.01
Georgia,1987,1.44
Georgia,1988,1.15
Georgia,1989,1.09
Georgia,1990,0.461
Georgia,1991,0.0394
Georgia,1992,NA
Georgia,1993,NA
Georgia,1994,NA
Georgia,1995,0.149
Georgia,1996,0.427
Georgia,1997,0.73
Georgia,1998,0.747
Georgia,1999,0.808
Georgia,2000,1.12
Georgia,2001,NA
Georgia,2002,NA
Georgia,2003,0.423
Georgia,2004,0.485
Georgia,2005,0.164
Georgia,2006,0.23
Georgia,2007,NA
Georgia,2008,0.233
Georgia,2009,0.168
Georgia,2010,0.135
Georgia,2011,0.33
Georgia,2012,0.381
Georgia,2013,1.1
Georgia,2014,0.358
Georgia,2015,NA
Guadeloupe,1949,NA
Guadeloupe,1950,NA
Guadeloupe,1951,NA
Guadeloupe,1952,NA
Guadeloupe,1953,NA
Guadeloupe,1954,NA
Guadeloupe,1955,NA
Guadeloupe,1956,NA
Guadeloupe,1957,NA
Guadeloupe,1958,NA
Guadeloupe,1959,NA
Guadeloupe,1960,NA
Guadeloupe,1961,NA
Guadeloupe,1962,NA
Guadeloupe,1963,NA
Guadeloupe,1964,NA
Guadeloupe,1965,NA
Guadeloupe,1966,NA
Guadeloupe,1967,NA
Guadeloupe,1968,NA
Guadeloupe,1969,NA
Guadeloupe,1970,NA
Guadeloupe,1971,NA
Guadeloupe,1972,NA
Guadeloupe,1973,NA
Guadeloupe,1974,NA
Guadeloupe,1975,NA
Guadeloupe,1976,NA
Guadeloupe,1977,NA
Guadeloupe,1978,NA
Guadeloupe,1979,NA
Guadeloupe,1980,NA
Guadeloupe,1981,NA
Guadeloupe,1982,NA
Guadeloupe,1983,NA
Guadeloupe,1984,NA
Guadeloupe,1985,NA
Guadeloupe,1986,NA
Guadeloupe,1987,NA
Guadeloupe,1988,NA
Guadeloupe,1989,NA
Guadeloupe,1990,NA
Guadeloupe,1991,NA
Guadeloupe,1992,NA
Guadeloupe,1993,NA
Guadeloupe,1994,NA
Guadeloupe,1995,NA
Guadeloupe,1996,NA
Guadeloupe,1997,NA
Guadeloupe,1998,NA
Guadeloupe,1999,NA
Guadeloupe,2000,NA
Guadeloupe,2001,NA
Guadeloupe,2002,NA
Guadeloupe,2003,NA
Guadeloupe,2004,NA
Guadeloupe,2005,NA
Guadeloupe,2006,NA
Guadeloupe,2007,NA
Guadeloupe,2008,NA
Guadeloupe,2009,NA
Guadeloupe,2010,2.5
Guadeloupe,2011,NA
Guadeloupe,2012,NA
Guadeloupe,2013,NA
Guadeloupe,2014,NA
Guadeloupe,2015,NA
Greece,1949,NA
Greece,1950,NA
Greece,1951,NA
Greece,1952,NA
Greece,1953,NA
Greece,1954,NA
Greece,1955,NA
Greece,1956,NA
Greece,1957,NA
Greece,1958,NA
Greece,1959,NA
Greece,1960,0.59
Greece,1961,0.719
Greece,1962,0.417
Greece,1963,0.482
Greece,1964,0.639
Greece,1965,0.672
Greece,1966,0.414
Greece,1967,0.202
Greece,1968,0.401
Greece,1969,0.285
Greece,1970,0.388
Greece,1971,0.366
Greece,1972,0.39
Greece,1973,0.24
Greece,1974,0.406
Greece,1975,0.43
Greece,1976,0.488
Greece,1977,0.266
Greece,1978,0.364
Greece,1979,0.448
Greece,1980,0.567
Greece,1981,0.499
Greece,1982,0.647
Greece,1983,0.566
Greece,1984,0.579
Greece,1985,0.67
Greece,1986,0.533
Greece,1987,0.649
Greece,1988,0.556
Greece,1989,0.597
Greece,1990,0.825
Greece,1991,0.499
Greece,1992,0.645
Greece,1993,0.479
Greece,1994,0.638
Greece,1995,0.829
Greece,1996,0.523
Greece,1997,0.492
Greece,1998,0.505
Greece,1999,0.543
Greece,2000,0.451
Greece,2001,0.318
Greece,2002,0.446
Greece,2003,0.377
Greece,2004,0.553
Greece,2005,0.232
Greece,2006,0.468
Greece,2007,0.487
Greece,2008,0.694
Greece,2009,0.443
Greece,2010,0.438
Greece,2011,0.453
Greece,2012,0.578
Greece,2013,0.334
Greece,2014,0.39
Greece,2015,NA
Guatemala,1949,NA
Guatemala,1950,NA
Guatemala,1951,NA
Guatemala,1952,NA
Guatemala,1953,NA
Guatemala,1954,NA
Guatemala,1955,NA
Guatemala,1956,NA
Guatemala,1957,NA
Guatemala,1958,NA
Guatemala,1959,NA
Guatemala,1960,NA
Guatemala,1961,NA
Guatemala,1962,3
Guatemala,1963,3.13
Guatemala,1964,2.28
Guatemala,1965,NA
Guatemala,1966,NA
Guatemala,1967,NA
Guatemala,1968,NA
Guatemala,1969,NA
Guatemala,1970,NA
Guatemala,1971,NA
Guatemala,1972,NA
Guatemala,1973,1.78
Guatemala,1974,NA
Guatemala,1975,NA
Guatemala,1976,NA
Guatemala,1977,NA
Guatemala,1978,NA
Guatemala,1979,NA
Guatemala,1980,NA
Guatemala,1981,NA
Guatemala,1982,NA
Guatemala,1983,1.41
Guatemala,1984,NA
Guatemala,1985,NA
Guatemala,1986,NA
Guatemala,1987,NA
Guatemala,1988,NA
Guatemala,1989,NA
Guatemala,1990,NA
Guatemala,1991,NA
Guatemala,1992,NA
Guatemala,1993,NA
Guatemala,1994,NA
Guatemala,1995,NA
Guatemala,1996,NA
Guatemala,1997,NA
Guatemala,1998,NA
Guatemala,1999,NA
Guatemala,2000,NA
Guatemala,2001,NA
Guatemala,2002,NA
Guatemala,2003,NA
Guatemala,2004,NA
Guatemala,2005,NA
Guatemala,2006,NA
Guatemala,2007,NA
Guatemala,2008,NA
Guatemala,2009,NA
Guatemala,2010,NA
Guatemala,2011,NA
Guatemala,2012,NA
Guatemala,2013,NA
Guatemala,2014,NA
Guatemala,2015,NA
French Guiana,1949,NA
French Guiana,1950,NA
French Guiana,1951,NA
French Guiana,1952,NA
French Guiana,1953,NA
French Guiana,1954,NA
French Guiana,1955,NA
French Guiana,1956,NA
French Guiana,1957,NA
French Guiana,1958,NA
French Guiana,1959,NA
French Guiana,1960,NA
French Guiana,1961,NA
French Guiana,1962,NA
French Guiana,1963,NA
French Guiana,1964,NA
French Guiana,1965,NA
French Guiana,1966,NA
French Guiana,1967,NA
French Guiana,1968,NA
French Guiana,1969,NA
French Guiana,1970,NA
French Guiana,1971,NA
French Guiana,1972,NA
French Guiana,1973,NA
French Guiana,1974,NA
French Guiana,1975,NA
French Guiana,1976,NA
French Guiana,1977,NA
French Guiana,1978,NA
French Guiana,1979,NA
French Guiana,1980,NA
French Guiana,1981,NA
French Guiana,1982,NA
French Guiana,1983,NA
French Guiana,1984,NA
French Guiana,1985,NA
French Guiana,1986,NA
French Guiana,1987,NA
French Guiana,1988,NA
French Guiana,1989,NA
French Guiana,1990,NA
French Guiana,1991,NA
French Guiana,1992,NA
French Guiana,1993,NA
French Guiana,1994,NA
French Guiana,1995,NA
French Guiana,1996,NA
French Guiana,1997,NA
French Guiana,1998,NA
French Guiana,1999,NA
French Guiana,2000,NA
French Guiana,2001,NA
French Guiana,2002,NA
French Guiana,2003,NA
French Guiana,2004,NA
French Guiana,2005,NA
French Guiana,2006,NA
French Guiana,2007,NA
French Guiana,2008,NA
French Guiana,2009,NA
French Guiana,2010,1.8
French Guiana,2011,NA
French Guiana,2012,NA
French Guiana,2013,NA
French Guiana,2014,NA
French Guiana,2015,NA
"Hong Kong, China",1949,NA
"Hong Kong, China",1950,NA
"Hong Kong, China",1951,NA
"Hong Kong, China",1952,NA
"Hong Kong, China",1953,NA
"Hong Kong, China",1954,NA
"Hong Kong, China",1955,NA
"Hong Kong, China",1956,NA
"Hong Kong, China",1957,NA
"Hong Kong, China",1958,NA
"Hong Kong, China",1959,1.26
"Hong Kong, China",1960,0.537
"Hong Kong, China",1961,0.477
"Hong Kong, China",1962,0.837
"Hong Kong, China",1963,1.21
"Hong Kong, China",1964,0.508
"Hong Kong, China",1965,0.736
"Hong Kong, China",1966,0.917
"Hong Kong, China",1967,1.3
"Hong Kong, China",1968,0.653
"Hong Kong, China",1969,0.74
"Hong Kong, China",1970,0.543
"Hong Kong, China",1971,0.944
"Hong Kong, China",1972,1.25
"Hong Kong, China",1973,1.56
"Hong Kong, China",1974,0.157
"Hong Kong, China",1975,2.55
"Hong Kong, China",1976,0.819
"Hong Kong, China",1977,0.897
"Hong Kong, China",1978,0.565
"Hong Kong, China",1979,0.699
"Hong Kong, China",1980,1.25
"Hong Kong, China",1981,1.39
"Hong Kong, China",1982,0.8
"Hong Kong, China",1983,1.09
"Hong Kong, China",1984,1.23
"Hong Kong, China",1985,0.787
"Hong Kong, China",1986,0.878
"Hong Kong, China",1987,0.609
"Hong Kong, China",1988,0.641
"Hong Kong, China",1989,1.24
"Hong Kong, China",1990,0.89
"Hong Kong, China",1991,0.662
"Hong Kong, China",1992,1.09
"Hong Kong, China",1993,0.586
"Hong Kong, China",1994,1.04
"Hong Kong, China",1995,0.771
"Hong Kong, China",1996,0.758
"Hong Kong, China",1997,0.753
"Hong Kong, China",1998,0.979
"Hong Kong, China",1999,0.774
"Hong Kong, China",2000,0.564
"Hong Kong, China",2001,0.692
"Hong Kong, China",2002,0.845
"Hong Kong, China",2003,0.402
"Hong Kong, China",2004,0.791
"Hong Kong, China",2005,0.444
"Hong Kong, China",2006,0.176
"Hong Kong, China",2007,0.589
"Hong Kong, China",2008,0.766
"Hong Kong, China",2009,0.611
"Hong Kong, China",2010,0.355
"Hong Kong, China",2011,0.202
"Hong Kong, China",2012,0.258
"Hong Kong, China",2013,0.246
"Hong Kong, China",2014,0.228
"Hong Kong, China",2015,NA
Croatia,1949,NA
Croatia,1950,NA
Croatia,1951,NA
Croatia,1952,NA
Croatia,1953,NA
Croatia,1954,NA
Croatia,1955,NA
Croatia,1956,NA
Croatia,1957,NA
Croatia,1958,NA
Croatia,1959,NA
Croatia,1960,NA
Croatia,1961,NA
Croatia,1962,NA
Croatia,1963,NA
Croatia,1964,NA
Croatia,1965,NA
Croatia,1966,NA
Croatia,1967,NA
Croatia,1968,NA
Croatia,1969,NA
Croatia,1970,NA
Croatia,1971,NA
Croatia,1972,NA
Croatia,1973,NA
Croatia,1974,NA
Croatia,1975,NA
Croatia,1976,NA
Croatia,1977,NA
Croatia,1978,NA
Croatia,1979,NA
Croatia,1980,NA
Croatia,1981,NA
Croatia,1982,NA
Croatia,1983,NA
Croatia,1984,1.63
Croatia,1985,1.73
Croatia,1986,1.79
Croatia,1987,1.32
Croatia,1988,1.31
Croatia,1989,1.49
Croatia,1990,1.9
Croatia,1991,2.24
Croatia,1992,2.15
Croatia,1993,1.38
Croatia,1994,1.55
Croatia,1995,1.65
Croatia,1996,1.19
Croatia,1997,1.98
Croatia,1998,1.23
Croatia,1999,1.36
Croatia,2000,1.05
Croatia,2001,0.978
Croatia,2002,0.726
Croatia,2003,1.22
Croatia,2004,0.898
Croatia,2005,1.2
Croatia,2006,0.806
Croatia,2007,0.728
Croatia,2008,1.04
Croatia,2009,1.12
Croatia,2010,0.595
Croatia,2011,0.519
Croatia,2012,0.62
Croatia,2013,0.747
Croatia,2014,0.67
Croatia,2015,0.864
Hungary,1949,NA
Hungary,1950,NA
Hungary,1951,NA
Hungary,1952,NA
Hungary,1953,NA
Hungary,1954,1.1
Hungary,1955,1.29
Hungary,1956,1.47
Hungary,1957,1.2
Hungary,1958,1.41
Hungary,1959,1.14
Hungary,1960,1.37
Hungary,1961,1.44
Hungary,1962,1.16
Hungary,1963,1.25
Hungary,1964,1.2
Hungary,1965,1.61
Hungary,1966,1.36
Hungary,1967,1.68
Hungary,1968,1.74
Hungary,1969,1.31
Hungary,1970,1.63
Hungary,1971,1.73
Hungary,1972,1.68
Hungary,1973,1.51
Hungary,1974,1.42
Hungary,1975,1.45
Hungary,1976,1.44
Hungary,1977,1.88
Hungary,1978,1.89
Hungary,1979,1.82
Hungary,1980,1.96
Hungary,1981,1.88
Hungary,1982,1.84
Hungary,1983,1.65
Hungary,1984,2.01
Hungary,1985,2.13
Hungary,1986,2
Hungary,1987,1.98
Hungary,1988,2.16
Hungary,1989,1.97
Hungary,1990,2.56
Hungary,1991,2.55
Hungary,1992,2.76
Hungary,1993,1.8
Hungary,1994,1.88
Hungary,1995,2.08
Hungary,1996,1.83
Hungary,1997,1.94
Hungary,1998,1.81
Hungary,1999,1.76
Hungary,2000,1.12
Hungary,2001,1.81
Hungary,2002,1.28
Hungary,2003,1.18
Hungary,2004,1.25
Hungary,2005,1.43
Hungary,2006,1.19
Hungary,2007,1.28
Hungary,2008,0.727
Hungary,2009,0.842
Hungary,2010,1.03
Hungary,2011,0.925
Hungary,2012,0.71
Hungary,2013,0.55
Hungary,2014,0.957
Hungary,2015,0.697
Ireland,1949,0.235
Ireland,1950,0.135
Ireland,1951,0.193
Ireland,1952,0.409
Ireland,1953,0.149
Ireland,1954,0.233
Ireland,1955,NA
Ireland,1956,0.196
Ireland,1957,0.269
Ireland,1958,0.317
Ireland,1959,0.0751
Ireland,1960,0.0603
Ireland,1961,0.216
Ireland,1962,0.288
Ireland,1963,0.585
Ireland,1964,0.179
Ireland,1965,0.272
Ireland,1966,0.389
Ireland,1967,0.226
Ireland,1968,0.15
Ireland,1969,0.321
Ireland,1970,0.282
Ireland,1971,0.485
Ireland,1972,0.129
Ireland,1973,0.27
Ireland,1974,0.674
Ireland,1975,0.132
Ireland,1976,0.468
Ireland,1977,0.273
Ireland,1978,0.444
Ireland,1979,0.347
Ireland,1980,1.49
Ireland,1981,0.163
Ireland,1982,0.473
Ireland,1983,0.23
Ireland,1984,0.577
Ireland,1985,0.62
Ireland,1986,1.06
Ireland,1987,0.506
Ireland,1988,0.199
Ireland,1989,0.179
Ireland,1990,0.386
Ireland,1991,0.377
Ireland,1992,0.307
Ireland,1993,0.256
Ireland,1994,0.216
Ireland,1995,0.777
Ireland,1996,0.499
Ireland,1997,0.329
Ireland,1998,0.319
Ireland,1999,0.425
Ireland,2000,0.341
Ireland,2001,0.453
Ireland,2002,0.411
Ireland,2003,0.177
Ireland,2004,0.303
Ireland,2005,0.56
Ireland,2006,0.317
Ireland,2007,0.279
Ireland,2008,0.358
Ireland,2009,NA
Ireland,2010,0.0422
Ireland,2011,0.362
Ireland,2012,0.124
Ireland,2013,NA
Ireland,2014,NA
Ireland,2015,NA
Iceland,1949,NA
Iceland,1950,NA
Iceland,1951,1.55
Iceland,1952,3.36
Iceland,1953,NA
Iceland,1954,NA
Iceland,1955,NA
Iceland,1956,1.46
Iceland,1957,1.37
Iceland,1958,1.43
Iceland,1959,NA
Iceland,1960,1.29
Iceland,1961,NA
Iceland,1962,NA
Iceland,1963,NA
Iceland,1964,1.2
Iceland,1965,NA
Iceland,1966,NA
Iceland,1967,NA
Iceland,1968,NA
Iceland,1969,NA
Iceland,1970,1.3
Iceland,1971,NA
Iceland,1972,3.34
Iceland,1973,NA
Iceland,1974,NA
Iceland,1975,1.01
Iceland,1976,0.831
Iceland,1977,2
Iceland,1978,1.6
Iceland,1979,NA
Iceland,1980,NA
Iceland,1981,NA
Iceland,1982,NA
Iceland,1983,0.94
Iceland,1984,NA
Iceland,1985,1.59
Iceland,1986,NA
Iceland,1987,2.22
Iceland,1988,NA
Iceland,1989,NA
Iceland,1990,0.814
Iceland,1991,0.828
Iceland,1992,NA
Iceland,1993,NA
Iceland,1994,NA
Iceland,1995,NA
Iceland,1996,NA
Iceland,1997,NA
Iceland,1998,0.377
Iceland,1999,1.58
Iceland,2000,NA
Iceland,2001,0.797
Iceland,2002,NA
Iceland,2003,2.27
Iceland,2004,NA
Iceland,2005,NA
Iceland,2006,NA
Iceland,2007,0.656
Iceland,2008,NA
Iceland,2009,NA
Iceland,2010,0.708
Iceland,2011,0.674
Iceland,2012,NA
Iceland,2013,0.703
Iceland,2014,NA
Iceland,2015,0.487
Israel,1949,NA
Israel,1950,NA
Israel,1951,NA
Israel,1952,NA
Israel,1953,NA
Israel,1954,NA
Israel,1955,NA
Israel,1956,NA
Israel,1957,NA
Israel,1958,NA
Israel,1959,NA
Israel,1960,NA
Israel,1961,NA
Israel,1962,NA
Israel,1963,NA
Israel,1964,NA
Israel,1965,NA
Israel,1966,NA
Israel,1967,NA
Israel,1968,NA
Israel,1969,NA
Israel,1970,NA
Israel,1971,NA
Israel,1972,NA
Israel,1973,NA
Israel,1974,0.869
Israel,1975,0.897
Israel,1976,0.807
Israel,1977,1.02
Israel,1978,1.23
Israel,1979,1.19
Israel,1980,1.12
Israel,1981,1.33
Israel,1982,1.49
Israel,1983,0.919
Israel,1984,1.43
Israel,1985,0.914
Israel,1986,0.89
Israel,1987,0.957
Israel,1988,1.92
Israel,1989,1.05
Israel,1990,1.07
Israel,1991,0.755
Israel,1992,1.16
Israel,1993,0.926
Israel,1994,0.628
Israel,1995,0.447
Israel,1996,0.215
Israel,1997,0.208
Israel,1998,0.637
Israel,1999,1.53
Israel,2000,3.12
Israel,2001,4.92
Israel,2002,2.72
Israel,2003,1.84
Israel,2004,1.98
Israel,2005,1.5
Israel,2006,0.737
Israel,2007,0.849
Israel,2008,0.758
Israel,2009,0.921
Israel,2010,0.983
Israel,2011,0.611
Israel,2012,0.896
Israel,2013,0.589
Israel,2014,0.669
Israel,2015,NA
Italy,1949,NA
Italy,1950,0.657
Italy,1951,0.782
Italy,1952,0.742
Italy,1953,0.768
Italy,1954,0.686
Italy,1955,0.876
Italy,1956,0.716
Italy,1957,0.713
Italy,1958,0.688
Italy,1959,0.649
Italy,1960,0.572
Italy,1961,0.596
Italy,1962,0.542
Italy,1963,0.528
Italy,1964,0.553
Italy,1965,0.463
Italy,1966,0.558
Italy,1967,0.567
Italy,1968,0.529
Italy,1969,0.548
Italy,1970,0.599
Italy,1971,0.589
Italy,1972,0.635
Italy,1973,0.571
Italy,1974,0.557
Italy,1975,0.548
Italy,1976,0.591
Italy,1977,0.555
Italy,1978,0.594
Italy,1979,0.771
Italy,1980,0.577
Italy,1981,0.582
Italy,1982,0.635
Italy,1983,0.583
Italy,1984,0.581
Italy,1985,0.454
Italy,1986,0.476
Italy,1987,0.53
Italy,1988,0.45
Italy,1989,0.548
Italy,1990,0.615
Italy,1991,0.583
Italy,1992,0.54
Italy,1993,0.422
Italy,1994,0.536
Italy,1995,0.545
Italy,1996,0.462
Italy,1997,0.507
Italy,1998,0.49
Italy,1999,0.454
Italy,2000,0.398
Italy,2001,0.482
Italy,2002,0.526
Italy,2003,0.438
Italy,2004,0.348
Italy,2005,0.408
Italy,2006,0.382
Italy,2007,0.348
Italy,2008,0.414
Italy,2009,0.332
Italy,2010,0.357
Italy,2011,0.368
Italy,2012,0.354
Italy,2013,0.3
Italy,2014,0.281
Italy,2015,NA
Jamaica,1949,NA
Jamaica,1950,NA
Jamaica,1951,NA
Jamaica,1952,NA
Jamaica,1953,NA
Jamaica,1954,NA
Jamaica,1955,NA
Jamaica,1956,NA
Jamaica,1957,NA
Jamaica,1958,NA
Jamaica,1959,NA
Jamaica,1960,NA
Jamaica,1961,NA
Jamaica,1962,NA
Jamaica,1963,NA
Jamaica,1964,NA
Jamaica,1965,NA
Jamaica,1966,NA
Jamaica,1967,NA
Jamaica,1968,NA
Jamaica,1969,NA
Jamaica,1970,NA
Jamaica,1971,NA
Jamaica,1972,NA
Jamaica,1973,NA
Jamaica,1974,NA
Jamaica,1975,NA
Jamaica,1976,NA
Jamaica,1977,NA
Jamaica,1978,NA
Jamaica,1979,NA
Jamaica,1980,NA
Jamaica,1981,NA
Jamaica,1982,0.687
Jamaica,1983,0.211
Jamaica,1984,NA
Jamaica,1985,NA
Jamaica,1986,NA
Jamaica,1987,NA
Jamaica,1988,NA
Jamaica,1989,NA
Jamaica,1990,NA
Jamaica,1991,NA
Jamaica,1992,NA
Jamaica,1993,NA
Jamaica,1994,NA
Jamaica,1995,NA
Jamaica,1996,NA
Jamaica,1997,NA
Jamaica,1998,NA
Jamaica,1999,NA
Jamaica,2000,NA
Jamaica,2001,NA
Jamaica,2002,NA
Jamaica,2003,NA
Jamaica,2004,NA
Jamaica,2005,NA
Jamaica,2006,NA
Jamaica,2007,NA
Jamaica,2008,NA
Jamaica,2009,NA
Jamaica,2010,NA
Jamaica,2011,NA
Jamaica,2012,NA
Jamaica,2013,NA
Jamaica,2014,NA
Jamaica,2015,NA
Jordan,1949,NA
Jordan,1950,NA
Jordan,1951,NA
Jordan,1952,NA
Jordan,1953,NA
Jordan,1954,NA
Jordan,1955,NA
Jordan,1956,NA
Jordan,1957,NA
Jordan,1958,NA
Jordan,1959,NA
Jordan,1960,NA
Jordan,1961,NA
Jordan,1962,NA
Jordan,1963,NA
Jordan,1964,NA
Jordan,1965,NA
Jordan,1966,NA
Jordan,1967,NA
Jordan,1968,NA
Jordan,1969,NA
Jordan,1970,NA
Jordan,1971,NA
Jordan,1972,NA
Jordan,1973,NA
Jordan,1974,NA
Jordan,1975,NA
Jordan,1976,NA
Jordan,1977,NA
Jordan,1978,NA
Jordan,1979,NA
Jordan,1980,NA
Jordan,1981,NA
Jordan,1982,NA
Jordan,1983,NA
Jordan,1984,NA
Jordan,1985,NA
Jordan,1986,NA
Jordan,1987,NA
Jordan,1988,NA
Jordan,1989,NA
Jordan,1990,NA
Jordan,1991,NA
Jordan,1992,NA
Jordan,1993,NA
Jordan,1994,NA
